user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
washingtonpost,6665748878039842822,6971118523032653062,How the push by Trump allies to undermine 2020 results through ballot reviews started quietly in Pennsylvania. #2020Election,1623090016,28,https://www.tiktok.com/@washingtonpost/video/6971118523032653062?lang=en,50200,210,508,401300
washingtonpost,6665748878039842822,6970030544767765765,Reply to @salestipstok party went really well! #shipotle,1622836701,21,https://www.tiktok.com/@washingtonpost/video/6970030544767765765?lang=en,13900,85,111,94600
washingtonpost,6665748878039842822,6969967570182999301,United Airlines is buying 15 ultra-fast planes from Boom Supersonic. They will cut a 6.5 hour flight from New York to London down to 3.5 hours.,1622822039,19,https://www.tiktok.com/@washingtonpost/video/6969967570182999301?lang=en,49500,373,282,417400
washingtonpost,6665748878039842822,6969659424860278022,People are gonna be talking about this party for years. #PostPandemic,1622750292,24,https://www.tiktok.com/@washingtonpost/video/6969659424860278022?lang=en,21000,389,195,130000
washingtonpost,6665748878039842822,6969599361760136453,Biden is pushing for a bipartisan agreement on the infrastructure package but Republicans and Democrats talks have been stalled for weeks. #Beyonce,1622736308,14,https://www.tiktok.com/@washingtonpost/video/6969599361760136453?lang=en,6237,83,115,55300
washingtonpost,6665748878039842822,6969283682783857926,The average age of a United States Senator is 64.3. Read more in bio. #USSenate,1622662808,10,https://www.tiktok.com/@washingtonpost/video/6969283682783857926?lang=en,25600,472,710,194100
washingtonpost,6665748878039842822,6969226011472841990,You’re not imagining it. #Shrinkflation #ShrimpFlakeNation 🍤,1622649381,24,https://www.tiktok.com/@washingtonpost/video/6969226011472841990?lang=en,21100,221,134,130200
washingtonpost,6665748878039842822,6968942467911552261,"We obtained email exchanges with Dr. Fauci from last year, during the height of the pandemic #FOIArequest",1622583363,29,https://www.tiktok.com/@washingtonpost/video/6968942467911552261?lang=en,8846,85,62,80000
washingtonpost,6665748878039842822,6968860236807425285,Texas Dems defeated a Republican effort to pass a suite of new voting restrictions with a dramatic late-night walkout from the state House chamber.,1622564218,20,https://www.tiktok.com/@washingtonpost/video/6968860236807425285?lang=en,13100,33,103,115100
washingtonpost,6665748878039842822,6967429477852810502,🚨 EXCLUSIVE INTERVIEW 🚨 #MakeATikTokEveryDay #BookTok,1622231092,29,https://www.tiktok.com/@washingtonpost/video/6967429477852810502?lang=en,6043,48,91,37000
washingtonpost,6665748878039842822,6967378719388355845,Carl met CNN’s Manu Raju yesterday.,1622219275,28,https://www.tiktok.com/@washingtonpost/video/6967378719388355845?lang=en,9022,231,105,46900
